,artist,painting,code,style,style_code
1380,sergey-solomko,pearl-of-creation.jpg,0,Art Nouveau (Modern),7
1381,sergey-solomko,france-blesses-his-children-before-the-sacred-heart-of-jesus.jpg,0,Art Nouveau (Modern),7
1382,sergey-solomko,st-jenevieve-and-the-new-attila.jpg,0,Art Nouveau (Modern),7
1383,sergey-solomko,costume-designs.jpg,0,Art Nouveau (Modern),7
1384,sergey-solomko,for-you-brave-soldier.jpg,0,Art Nouveau (Modern),7
1385,sergey-solomko,bookplate-of-v-i-klochkov-3.jpg,0,Art Nouveau (Modern),7
1386,sergey-solomko,young-lovers.jpg,0,Art Nouveau (Modern),7
1387,sergey-solomko,age-at-the-turn-of-xx-century.jpg,0,Art Nouveau (Modern),7
1388,sergey-solomko,flirting-boyar.jpg,0,Art Nouveau (Modern),7
1389,sergey-solomko,to-the-light-of-science.jpg,0,Art Nouveau (Modern),7
1390,sergey-solomko,date.jpg,0,Art Nouveau (Modern),7
1391,sergey-solomko,nastassja-korolevichna.jpg,0,Art Nouveau (Modern),7
1392,sergey-solomko,tenderness.jpg,0,Art Nouveau (Modern),7
1393,sergey-solomko,portrait-of-italian-young-man.jpg,0,Art Nouveau (Modern),7
1394,sergey-solomko,christ-is-risen.jpg,0,Art Nouveau (Modern),7
1395,sergey-solomko,a-serious-question.jpg,0,Art Nouveau (Modern),7
1396,sergey-solomko,lady-with-peacock.jpg,0,Art Nouveau (Modern),7
1397,sergey-solomko,joseph-and-potiphar-s-wife.jpg,0,Art Nouveau (Modern),7
1398,sergey-solomko,persian-woman-twisting-a-carpet.jpg,0,Art Nouveau (Modern),7
1399,sergey-solomko,red-cross.jpg,0,Art Nouveau (Modern),7
1400,sergey-solomko,conversation.jpg,0,Art Nouveau (Modern),7
1401,sergey-solomko,vive-la-france-1916.jpg,0,Art Nouveau (Modern),7
1402,sergey-solomko,design-of-male-medieval-costume.jpg,0,Art Nouveau (Modern),7
1403,sergey-solomko,waiting.jpg,0,Art Nouveau (Modern),7
1404,sergey-solomko,meeting-3.jpg,0,Art Nouveau (Modern),7
1405,sergey-solomko,scribe.jpg,0,Art Nouveau (Modern),7
1406,sergey-solomko,xvii-century.jpg,0,Art Nouveau (Modern),7
1407,sergey-solomko,embrace.jpg,0,Art Nouveau (Modern),7
1408,sergey-solomko,vanity.jpg,0,Art Nouveau (Modern),7
1409,sergey-solomko,mermaid-and-faun.jpg,0,Art Nouveau (Modern),7
1410,sergey-solomko,bird-fancier.jpg,0,Art Nouveau (Modern),7
1411,sergey-solomko,age-of-vladimir-and-yaroslav.jpg,0,Art Nouveau (Modern),7
1412,sergey-solomko,fairy-tale.jpg,0,Art Nouveau (Modern),7
1413,sergey-solomko,venetian-sketch.jpg,0,Art Nouveau (Modern),7
1414,sergey-solomko,bookplate-of-v-i-klochkov-1.jpg,0,Art Nouveau (Modern),7
1415,sergey-solomko,sketch-of-the-costume.jpg,0,Art Nouveau (Modern),7
1416,sergey-solomko,russian-types.jpg,0,Art Nouveau (Modern),7
1417,sergey-solomko,banquet.jpg,0,Art Nouveau (Modern),7
1418,sergey-solomko,st-george-coming-to-the-rescue.jpg,0,Art Nouveau (Modern),7
1419,sergey-solomko,vasilisa-mikulishna.jpg,0,Art Nouveau (Modern),7
1420,sergey-solomko,hide-and-seek.jpg,0,Art Nouveau (Modern),7
1421,sergey-solomko,wedding-ceremony-middle-ages-1909.jpg,0,Art Nouveau (Modern),7
1422,sergey-solomko,on-the-bridge.jpg,0,Art Nouveau (Modern),7
1423,sergey-solomko,bookplate-of-v-i-klochkov.jpg,0,Art Nouveau (Modern),7
1424,sergey-solomko,blue-bird-bird-sirin.jpg,0,Art Nouveau (Modern),7
1425,sergey-solomko,meeting-1.jpg,0,Art Nouveau (Modern),7
1426,sergey-solomko,small-chicken-become-great-cocks.jpg,0,Art Nouveau (Modern),7
1427,sergey-solomko,at-the-fair.jpg,0,Art Nouveau (Modern),7
1428,sergey-solomko,byzantium.jpg,0,Art Nouveau (Modern),7
1429,sergey-solomko,xviii-century.jpg,0,Art Nouveau (Modern),7
1430,sergey-solomko,the-head-of-the-roman-youth.jpg,0,Art Nouveau (Modern),7
1431,sergey-solomko,fortune-is-silver-but-victory-is-gold.jpg,0,Art Nouveau (Modern),7
1432,sergey-solomko,parisian.jpg,0,Art Nouveau (Modern),7
1433,sergey-solomko,reading.jpg,0,Art Nouveau (Modern),7
1434,sergey-solomko,age-at-the-dawn-of-history-amazon.jpg,0,Art Nouveau (Modern),7
1435,sergey-solomko,study-to-illustration-for-mademoiselle-de-maupin-of-th-ophile-gautier.jpg,0,Art Nouveau (Modern),7
1436,sergey-solomko,forever-together.jpg,0,Art Nouveau (Modern),7
1437,sergey-solomko,who.jpg,0,Art Nouveau (Modern),7
1438,sergey-solomko,date-1.jpg,0,Art Nouveau (Modern),7
1439,sergey-solomko,rivals.jpg,0,Art Nouveau (Modern),7
1440,sergey-solomko,glowworm.jpg,0,Art Nouveau (Modern),7
1441,sergey-solomko,meeting.jpg,0,Art Nouveau (Modern),7
1442,sergey-solomko,place-de-la-republic-and-of-happyness.jpg,0,Art Nouveau (Modern),7
1443,sergey-solomko,the-admired-beauty.jpg,0,Art Nouveau (Modern),7
1444,sergey-solomko,meeting-2.jpg,0,Art Nouveau (Modern),7
1445,sergey-solomko,poland.jpg,0,Art Nouveau (Modern),7
1446,sergey-solomko,priestess.jpg,0,Art Nouveau (Modern),7
1447,sergey-solomko,parting.jpg,0,Art Nouveau (Modern),7
1448,sergey-solomko,couple-in-the-boat.jpg,0,Art Nouveau (Modern),7
1449,sergey-solomko,pledge-of-love-1.jpg,0,Art Nouveau (Modern),7
1450,sergey-solomko,find.jpg,0,Art Nouveau (Modern),7
1451,sergey-solomko,jokester.jpg,0,Art Nouveau (Modern),7
1452,sergey-solomko,two-sketches-of-costumes.jpg,0,Art Nouveau (Modern),7
1453,sergey-solomko,concubine.jpg,0,Art Nouveau (Modern),7
1454,sergey-solomko,pledge-of-love.jpg,0,Art Nouveau (Modern),7
1455,sergey-solomko,maria-swan-white.jpg,0,Art Nouveau (Modern),7
1456,sergey-solomko,bacchus.jpg,0,Art Nouveau (Modern),7
1457,sergey-solomko,human-shield.jpg,0,Art Nouveau (Modern),7
1458,sergey-solomko,apraxia-korolevichna.jpg,0,Art Nouveau (Modern),7
1459,sergey-solomko,question.jpg,0,Art Nouveau (Modern),7
1460,sergey-solomko,thanks.jpg,0,Art Nouveau (Modern),7
1461,sergey-solomko,letter-to-william-pope.jpg,0,Art Nouveau (Modern),7
1462,sergey-solomko,tough-response.jpg,0,Art Nouveau (Modern),7
1463,sergey-solomko,age-of-the-great-kings.jpg,0,Art Nouveau (Modern),7
1464,sergey-solomko,proud.jpg,0,Art Nouveau (Modern),7
1465,sergey-solomko,costume-designs-2.jpg,0,Art Nouveau (Modern),7
1466,sergey-solomko,the-girl-with-monkey.jpg,0,Art Nouveau (Modern),7
1467,sergey-solomko,the-wreckage-1914.jpg,0,Art Nouveau (Modern),7
1468,sergey-solomko,guard.jpg,0,Art Nouveau (Modern),7
1469,sergey-solomko,love-of-country-shall-give-them-the-victory.jpg,0,Art Nouveau (Modern),7
1470,sergey-solomko,what-have-they-done-with-my-home.jpg,0,Art Nouveau (Modern),7
1471,sergey-solomko,russian-beauty-with-the-traditional-headdress.jpg,0,Art Nouveau (Modern),7
1472,sergey-solomko,defeated.jpg,0,Art Nouveau (Modern),7
1473,sergey-solomko,the-red-blood-of-garibaldi-1914.jpg,0,Art Nouveau (Modern),7
1474,sergey-solomko,evening.jpg,0,Art Nouveau (Modern),7
1475,sergey-solomko,age-of-the-great-peter.jpg,0,Art Nouveau (Modern),7
30798,sergey-solomko,by-the-fence.jpg,0,Realism,65
30799,sergey-solomko,declaration-of-love.jpg,0,Realism,65
30800,sergey-solomko,true-friends.jpg,0,Realism,65
30801,sergey-solomko,awaiting-response.jpg,0,Realism,65
30802,sergey-solomko,squash.jpg,0,Realism,65
30803,sergey-solomko,in-pursuit-of.jpg,0,Realism,65
1476,nicholas-roerich,pechora-general-view-of-the-courtyard-1903.jpg,1,Art Nouveau (Modern),7
1477,nicholas-roerich,tristan-1912-1.jpg,1,Art Nouveau (Modern),7
1478,nicholas-roerich,sketch-of-man-with-buggle.jpg,1,Art Nouveau (Modern),7
1479,nicholas-roerich,pskov-towers-1903.jpg,1,Art Nouveau (Modern),7
1480,nicholas-roerich,mekheski-moon-people-1915.jpg,1,Art Nouveau (Modern),7
1481,nicholas-roerich,ancient-life-1904-1.jpg,1,Art Nouveau (Modern),7
1482,nicholas-roerich,oze-s-room-1912-1.jpg,1,Art Nouveau (Modern),7
1483,nicholas-roerich,isolde-1912-2.jpg,1,Art Nouveau (Modern),7
1484,nicholas-roerich,forest-1917.jpg,1,Art Nouveau (Modern),7
1485,nicholas-roerich,pantokrator-1909.jpg,1,Art Nouveau (Modern),7
1486,nicholas-roerich,babariha.jpg,1,Art Nouveau (Modern),7
1487,nicholas-roerich,vignette-for-book-n-k-roerich-1918-22.jpg,1,Art Nouveau (Modern),7
1488,nicholas-roerich,vignette-for-book-n-k-roerich-1918-12.jpg,1,Art Nouveau (Modern),7
1489,nicholas-roerich,house-of-god-1903.jpg,1,Art Nouveau (Modern),7
1490,nicholas-roerich,polovtsian-camp-1919.jpg,1,Art Nouveau (Modern),7
1491,nicholas-roerich,landscape.jpg,1,Art Nouveau (Modern),7
1492,nicholas-roerich,inner-yard-1913.jpg,1,Art Nouveau (Modern),7
1493,nicholas-roerich,martyr-mercurius-of-smolensk-1918.jpg,1,Art Nouveau (Modern),7
1494,nicholas-roerich,queen-anna-s-tower-1913.jpg,1,Art Nouveau (Modern),7
1495,nicholas-roerich,the-scene-with-the-two-large-groups-of-figures-in-costumes.jpg,1,Art Nouveau (Modern),7
1496,nicholas-roerich,song-of-the-morning-1920.jpg,1,Art Nouveau (Modern),7
1497,nicholas-roerich,courtier-1912-1.jpg,1,Art Nouveau (Modern),7
1498,nicholas-roerich,sketch-of-costumes-for-snow-maiden-8.jpg,1,Art Nouveau (Modern),7
1499,nicholas-roerich,scene-design-for-peer-gynt-1911.jpg,1,Art Nouveau (Modern),7
1500,nicholas-roerich,head-of-saviour-1906.jpg,1,Art Nouveau (Modern),7
1501,nicholas-roerich,ominous-1901-4.jpg,1,Art Nouveau (Modern),7
1502,nicholas-roerich,sketches-of-costumes-for-tale-of-tsar-saltan-1919-2.jpg,1,Art Nouveau (Modern),7
1503,nicholas-roerich,stylites-1917.jpg,1,Art Nouveau (Modern),7
1504,nicholas-roerich,ostrovenka-suburbs-1903.jpg,1,Art Nouveau (Modern),7
1505,nicholas-roerich,young-men-successors-1914-2.jpg,1,Art Nouveau (Modern),7
1506,nicholas-roerich,st-michael-arhistratig-1906.jpg,1,Art Nouveau (Modern),7
1507,nicholas-roerich,young-men-successors-1914-1.jpg,1,Art Nouveau (Modern),7
1508,nicholas-roerich,yaroslavl-saint-basil-church-1903.jpg,1,Art Nouveau (Modern),7
1509,nicholas-roerich,solveig-1912.jpg,1,Art Nouveau (Modern),7
1510,nicholas-roerich,kurvenal-1912-1.jpg,1,Art Nouveau (Modern),7
1511,nicholas-roerich,prologue-forest-1908.jpg,1,Art Nouveau (Modern),7
1512,nicholas-roerich,costume-design-for-tale-of-tsar-saltan-1919.jpg,1,Art Nouveau (Modern),7
1513,nicholas-roerich,sorcerers-1905.jpg,1,Art Nouveau (Modern),7
1514,nicholas-roerich,daning-horovod-1903.jpg,1,Art Nouveau (Modern),7
1515,nicholas-roerich,birches-1905.jpg,1,Art Nouveau (Modern),7
1516,nicholas-roerich,coast-near-ledenets-1919.jpg,1,Art Nouveau (Modern),7
1517,nicholas-roerich,vignette-for-book-n-k-roerich-1918-14.jpg,1,Art Nouveau (Modern),7
1518,nicholas-roerich,curtain-and-portal-for-snow-maiden-1919.jpg,1,Art Nouveau (Modern),7
1519,nicholas-roerich,procopius-the-righteous-removes-a-cloud-of-stone-from-the-great-ustyug-1913.jpg,1,Art Nouveau (Modern),7
1520,nicholas-roerich,the-scene-with-eight-figures-in-costumes-1913.jpg,1,Art Nouveau (Modern),7
1521,nicholas-roerich,tristan-1912.jpg,1,Art Nouveau (Modern),7
1522,nicholas-roerich,vignette-for-book-n-k-roerich-1918-21.jpg,1,Art Nouveau (Modern),7
1523,nicholas-roerich,arrival-of-prince-michael-glanda-kambily-to-russia-veliky-novgorod-1913.jpg,1,Art Nouveau (Modern),7
1524,nicholas-roerich,solveig-s-mother-1912.jpg,1,Art Nouveau (Modern),7
1525,nicholas-roerich,study-to-conquest-of-kazan.jpg,1,Art Nouveau (Modern),7
1526,nicholas-roerich,smolensk-the-porch-of-the-convent-1903-1.jpg,1,Art Nouveau (Modern),7
1527,nicholas-roerich,building-the-ships-1903.jpg,1,Art Nouveau (Modern),7
1528,nicholas-roerich,rostov-veliky-interior-of-church-of-savior-1903.jpg,1,Art Nouveau (Modern),7
1529,nicholas-roerich,shchegolikha-1912-2.jpg,1,Art Nouveau (Modern),7
1530,nicholas-roerich,intercession-of-the-theotokos-1906.jpg,1,Art Nouveau (Modern),7
1531,nicholas-roerich,arrows-of-sky-spears-of-land-1915-1.jpg,1,Art Nouveau (Modern),7
1532,nicholas-roerich,devassari-abuntu-turns-into-stone-1906.jpg,1,Art Nouveau (Modern),7
1533,nicholas-roerich,city-1907-2.jpg,1,Art Nouveau (Modern),7
1534,nicholas-roerich,girl-1920.jpg,1,Art Nouveau (Modern),7
1535,nicholas-roerich,people-1914.jpg,1,Art Nouveau (Modern),7
1536,nicholas-roerich,medieval-revel-1903.jpg,1,Art Nouveau (Modern),7
1537,nicholas-roerich,beyond-the-seas-there-are-the-great-lands-1910-1.jpg,1,Art Nouveau (Modern),7
1538,nicholas-roerich,solveig-s-father-1912.jpg,1,Art Nouveau (Modern),7
1539,nicholas-roerich,oze-s-death-1912.jpg,1,Art Nouveau (Modern),7
1540,nicholas-roerich,uglich-porch-1904.jpg,1,Art Nouveau (Modern),7
1541,nicholas-roerich,young-men-1944.jpg,1,Art Nouveau (Modern),7
1542,nicholas-roerich,queen-anna-s-tower-1913-1.jpg,1,Art Nouveau (Modern),7
1543,nicholas-roerich,sketches-of-costumes-for-tale-of-tsar-saltan-1919-1.jpg,1,Art Nouveau (Modern),7
1544,nicholas-roerich,cover-of-literary-digest-1896.jpg,1,Art Nouveau (Modern),7
1545,nicholas-roerich,snakes-facing-whisperer-a-serpent-1917.jpg,1,Art Nouveau (Modern),7
1546,nicholas-roerich,rostov-veliky-door-of-the-church-on-ishna-1903.jpg,1,Art Nouveau (Modern),7
1547,nicholas-roerich,yaroslavna-1913.jpg,1,Art Nouveau (Modern),7
1548,nicholas-roerich,vitrage-1929.jpg,1,Art Nouveau (Modern),7
1549,nicholas-roerich,blue-paintings-1906.jpg,1,Art Nouveau (Modern),7
1550,nicholas-roerich,cross-on-the-truvor-mound-1903.jpg,1,Art Nouveau (Modern),7
1551,nicholas-roerich,they-build-the-ships-1903.jpg,1,Art Nouveau (Modern),7
1552,nicholas-roerich,forest-1912.jpg,1,Art Nouveau (Modern),7
1553,nicholas-roerich,archfoe-1914.jpg,1,Art Nouveau (Modern),7
1554,nicholas-roerich,vignette-for-book-n-k-roerich-1918-4.jpg,1,Art Nouveau (Modern),7
1555,nicholas-roerich,warrior.jpg,1,Art Nouveau (Modern),7
1556,nicholas-roerich,kiss-the-earth-1912.jpg,1,Art Nouveau (Modern),7
1557,nicholas-roerich,girl-1913-3.jpg,1,Art Nouveau (Modern),7
1558,nicholas-roerich,tower-chamber-of-yaroslavna-1914.jpg,1,Art Nouveau (Modern),7
1559,nicholas-roerich,salome-with-head-of-st-john-the-baptist.jpg,1,Art Nouveau (Modern),7
1560,nicholas-roerich,towns-1914-1.jpg,1,Art Nouveau (Modern),7
1561,nicholas-roerich,kupava-1920.jpg,1,Art Nouveau (Modern),7
1562,nicholas-roerich,sorcerer-1909.jpg,1,Art Nouveau (Modern),7
1563,nicholas-roerich,vignette-for-book-n-k-roerich-1918-17.jpg,1,Art Nouveau (Modern),7
1564,nicholas-roerich,dovrsky-grandfather-1912.jpg,1,Art Nouveau (Modern),7
1565,nicholas-roerich,old-arabian-1912.jpg,1,Art Nouveau (Modern),7
1566,nicholas-roerich,polovtsian-camp-1908.jpg,1,Art Nouveau (Modern),7
1567,nicholas-roerich,hills-1915.jpg,1,Art Nouveau (Modern),7
1568,nicholas-roerich,rostov-veliky-hierarch-s-towers-1903.jpg,1,Art Nouveau (Modern),7
1569,nicholas-roerich,servant-1912.jpg,1,Art Nouveau (Modern),7
1570,nicholas-roerich,terem-of-yaroslavna-by-the-monastery-wall-1908.jpg,1,Art Nouveau (Modern),7
1571,nicholas-roerich,beyond-the-seas-there-are-the-great-lands-daughter-of-viking-1915.jpg,1,Art Nouveau (Modern),7
1572,nicholas-roerich,the-rite-of-spring-1913.jpg,1,Art Nouveau (Modern),7
1573,nicholas-roerich,northern-landscape-with-fortress.jpg,1,Art Nouveau (Modern),7
1574,nicholas-roerich,terem-of-yaroslavna-new-moon-1914.jpg,1,Art Nouveau (Modern),7
1575,nicholas-roerich,tent-of-ivan-the-terrible-1909-1.jpg,1,Art Nouveau (Modern),7
1576,nicholas-roerich,snow-maiden-1912.jpg,1,Art Nouveau (Modern),7
1577,nicholas-roerich,idols-1901-1.jpg,1,Art Nouveau (Modern),7
1578,nicholas-roerich,kiss-the-earth-1912-3.jpg,1,Art Nouveau (Modern),7
1579,nicholas-roerich,courtier-1912.jpg,1,Art Nouveau (Modern),7
1580,nicholas-roerich,study-of-scene-design-for-snow-maiden-1921-1.jpg,1,Art Nouveau (Modern),7
1581,nicholas-roerich,sign-1915.jpg,1,Art Nouveau (Modern),7
1582,nicholas-roerich,sketches-of-costumes-for-tale-of-tsar-saltan-1919.jpg,1,Art Nouveau (Modern),7
1583,nicholas-roerich,scarlet-sails-overseas-guests.jpg,1,Art Nouveau (Modern),7
1584,nicholas-roerich,king-mark-1912.jpg,1,Art Nouveau (Modern),7
1585,nicholas-roerich,shepherd-1912.jpg,1,Art Nouveau (Modern),7
1586,nicholas-roerich,entourage-1912.jpg,1,Art Nouveau (Modern),7
1587,nicholas-roerich,idols-pagan-rus-1910.jpg,1,Art Nouveau (Modern),7
1588,nicholas-roerich,smolensk-1909.jpg,1,Art Nouveau (Modern),7
1589,nicholas-roerich,hearth-1902.jpg,1,Art Nouveau (Modern),7
1590,nicholas-roerich,rostov-veliky-interior-of-church-1903.jpg,1,Art Nouveau (Modern),7
1591,nicholas-roerich,resurrection-monastery-in-uglich-1904.jpg,1,Art Nouveau (Modern),7
1592,nicholas-roerich,headstone-of-rimsky-korsakov-grave-1908.jpg,1,Art Nouveau (Modern),7
1593,nicholas-roerich,viking-s-triumph-1908.jpg,1,Art Nouveau (Modern),7
1594,nicholas-roerich,annunciation-archangel-gabriel-1907.jpg,1,Art Nouveau (Modern),7
1595,nicholas-roerich,ominous-1901-3.jpg,1,Art Nouveau (Modern),7
1596,nicholas-roerich,treasure-of-angels-1905.jpg,1,Art Nouveau (Modern),7
1597,nicholas-roerich,rostov-veliky-church-on-ishna-1903.jpg,1,Art Nouveau (Modern),7
1598,nicholas-roerich,ferns.jpg,1,Art Nouveau (Modern),7
1599,nicholas-roerich,putivl-1914.jpg,1,Art Nouveau (Modern),7
1600,nicholas-roerich,internal-painting-of-the-church-in-talashkino-1914.jpg,1,Art Nouveau (Modern),7
1601,nicholas-roerich,old-riga-1903.jpg,1,Art Nouveau (Modern),7
1602,nicholas-roerich,sketch-of-costumes-for-snow-maiden-5.jpg,1,Art Nouveau (Modern),7
1603,nicholas-roerich,intercession-of-the-theotokos-1903.jpg,1,Art Nouveau (Modern),7
1604,nicholas-roerich,the-scene-with-five-figures-in-costumes.jpg,1,Art Nouveau (Modern),7
1605,nicholas-roerich,the-fading-day-1902.jpg,1,Art Nouveau (Modern),7
1606,nicholas-roerich,they-build-the-ships-1903-1.jpg,1,Art Nouveau (Modern),7
1607,nicholas-roerich,vignette-for-book-n-k-roerich-1918-3.jpg,1,Art Nouveau (Modern),7
1608,nicholas-roerich,study-to-flying-carpet-1915-1.jpg,1,Art Nouveau (Modern),7
1609,nicholas-roerich,cabin-1912-1.jpg,1,Art Nouveau (Modern),7
1610,nicholas-roerich,rostov-the-great-1903-1.jpg,1,Art Nouveau (Modern),7
1611,nicholas-roerich,castle-at-night-1912.jpg,1,Art Nouveau (Modern),7
1612,nicholas-roerich,kneeling-warriors-study-of-murals-for-the-chapel-in-pskov-1914-1.jpg,1,Art Nouveau (Modern),7
1613,nicholas-roerich,tver-embassy-1914.jpg,1,Art Nouveau (Modern),7
1614,nicholas-roerich,a-path-1908.jpg,1,Art Nouveau (Modern),7
1615,nicholas-roerich,study-of-scene-design-for-fuente-ovehuna-1912.jpg,1,Art Nouveau (Modern),7
1616,nicholas-roerich,forest-people-1916.jpg,1,Art Nouveau (Modern),7
1617,nicholas-roerich,winter-1914.jpg,1,Art Nouveau (Modern),7
1618,nicholas-roerich,suzdal-walls-of-saviour-euthimius-monastery-1903.jpg,1,Art Nouveau (Modern),7
1619,nicholas-roerich,hut-in-the-mountains-1912.jpg,1,Art Nouveau (Modern),7
1620,nicholas-roerich,isolde-1912.jpg,1,Art Nouveau (Modern),7
1621,nicholas-roerich,stone-age-1910.jpg,1,Art Nouveau (Modern),7
1622,nicholas-roerich,the-painting-of-of-st-anastasia-1913.jpg,1,Art Nouveau (Modern),7
1623,nicholas-roerich,yaroslavna-s-lament-1914.jpg,1,Art Nouveau (Modern),7
1624,nicholas-roerich,polovtsian-camp-1914.jpg,1,Art Nouveau (Modern),7
1625,nicholas-roerich,scenery-sketch-for-mussorgsky-s-opera-khovanshchina.jpg,1,Art Nouveau (Modern),7
1626,nicholas-roerich,shchegolikha-1912-1.jpg,1,Art Nouveau (Modern),7
1627,nicholas-roerich,ominous-1901-1.jpg,1,Art Nouveau (Modern),7
1628,nicholas-roerich,boyan-1910.jpg,1,Art Nouveau (Modern),7
1629,nicholas-roerich,pechora-vestry-1903.jpg,1,Art Nouveau (Modern),7
1630,nicholas-roerich,study-of-scene-design-for-peer-gynt-1912.jpg,1,Art Nouveau (Modern),7
1631,nicholas-roerich,archangel-study-to-treasures-of-angels-1904.jpg,1,Art Nouveau (Modern),7
1632,nicholas-roerich,mikula-selyaninovich-1909.jpg,1,Art Nouveau (Modern),7
1633,nicholas-roerich,fairest-city-the-anger-for-enemies-1914.jpg,1,Art Nouveau (Modern),7
1634,nicholas-roerich,oze-s-room-1912-2.jpg,1,Art Nouveau (Modern),7
1635,nicholas-roerich,polovtsian-camp.jpg,1,Art Nouveau (Modern),7
1636,nicholas-roerich,tsarina-1921.jpg,1,Art Nouveau (Modern),7
1637,nicholas-roerich,musiians-1921.jpg,1,Art Nouveau (Modern),7
1638,nicholas-roerich,the-great-sacrifice-1910.jpg,1,Art Nouveau (Modern),7
1639,nicholas-roerich,corridors-of-the-castle-dungeons-1913.jpg,1,Art Nouveau (Modern),7
1640,nicholas-roerich,prison-1913.jpg,1,Art Nouveau (Modern),7
1641,nicholas-roerich,city-1907.jpg,1,Art Nouveau (Modern),7
1642,nicholas-roerich,walls-of-kremlin-in-novgorod-1903.jpg,1,Art Nouveau (Modern),7
1643,nicholas-roerich,polovets-with-scimitar-1943.jpg,1,Art Nouveau (Modern),7
1644,nicholas-roerich,temple-in-skvernitsy-1909.jpg,1,Art Nouveau (Modern),7
1645,nicholas-roerich,forest-1921.jpg,1,Art Nouveau (Modern),7
1646,nicholas-roerich,battle-1906.jpg,1,Art Nouveau (Modern),7
1647,nicholas-roerich,in-the-castle-1913.jpg,1,Art Nouveau (Modern),7
1648,nicholas-roerich,knight-1912.jpg,1,Art Nouveau (Modern),7
1649,nicholas-roerich,the-scene-with-three-figures-in-costumes-1920-1.jpg,1,Art Nouveau (Modern),7
1650,nicholas-roerich,saviour-almighty-and-saints-1906-1.jpg,1,Art Nouveau (Modern),7
1651,nicholas-roerich,boyarynia-and-children-1914.jpg,1,Art Nouveau (Modern),7
1652,nicholas-roerich,old-town-1902.jpg,1,Art Nouveau (Modern),7
1653,nicholas-roerich,tents.jpg,1,Art Nouveau (Modern),7
1654,nicholas-roerich,kiss-the-earth-1912-1.jpg,1,Art Nouveau (Modern),7
1655,nicholas-roerich,ledenets-1919-2.jpg,1,Art Nouveau (Modern),7
1656,nicholas-roerich,hills-1912.jpg,1,Art Nouveau (Modern),7
