,artist,painting,sore
186,joan-miro,the-farm-1922.jpg,1
187,joan-miro,the-ear-of-corn-1923.jpg,1
188,joan-miro,the-tilled-field-1924.jpg,1
189,joan-miro,maternity.jpg,1
190,joan-miro,dancer.jpg,1
191,joan-miro,not_detected_227973.jpg,1
192,joan-miro,not_detected_227933.jpg,1
193,joan-miro,the-smile-of-the-flamboyant-wings.jpg,1
194,joan-miro,the-great-carnivore-1969.jpg,1
195,joan-miro,hope-of-a-condemned-man-ii-1974.jpg,1
196,joan-miro,hope-of-a-condemned-man-iii-1974.jpg,1
197,giorgio-de-chirico,piazza-d-italia-1913.jpg,1
198,giorgio-de-chirico,the-nostalgia-of-the-infinite-1913.jpg,1
199,giorgio-de-chirico,gare-montparnasse-the-melancholy-of-departure-1914.jpg,1
200,giorgio-de-chirico,mystery-and-melancholy-of-a-street-1914.jpg,1
201,giorgio-de-chirico,the-double-dream-of-spring-1915.jpg,1
202,giorgio-de-chirico,the-child-s-brain-1917.jpg,1
203,giorgio-de-chirico,disturbing-muses-1918.jpg,1
204,giorgio-de-chirico,rising-sun-on-the-plaza-1976.jpg,1
205,giorgio-de-chirico,the-horses-of-apollo-1974.jpg,1
206,giorgio-de-chirico,the-dioscuri-1974.jpg,1
207,giorgio-de-chirico,the-muse-of-silence-1973.jpg,1
208,giorgio-de-chirico,furniture-and-rocks-in-a-room-1973.jpg,1
209,giorgio-de-chirico,the-great-metaphysician-1971.jpg,1
210,giorgio-de-chirico,plaza-italia-great-game-1971.jpg,1
211,giorgio-de-chirico,metaphysical-interior-with-sun-which-dies-1971.jpg,1
212,giorgio-de-chirico,island-and-flower-garland.jpg,1
213,giorgio-de-chirico,self-portrait-1969.jpg,1
214,giorgio-de-chirico,the-mysterious-bath.jpg,1
215,giorgio-de-chirico,the-return-of-ulysses-1968.jpg,1
216,giorgio-de-chirico,self-portrait-3.jpg,1
217,giovanni-battista-piranesi,cover-page-above-the-eagle-of-the-holy-apostles-roman-portico-at-the-bottom-of-the-vases-in-the.jpg,1
218,giovanni-battista-piranesi,ceres.jpg,1
219,giovanni-battista-piranesi,candlestick-reconstructed-from-fragments-already-in-the-ancient-palazzo-salviati-lungara.jpg,1
220,giovanni-battista-piranesi,bas-relief-carved-in-a-marble-vase-in-the-existing-palace-of-villa-borghese-representing-a.jpg,1
221,giovanni-battista-piranesi,another-view-of-the-temple-in-the-city-of-paestum-believed-dedicated-to-juno.jpg,1
222,giovanni-battista-piranesi,another-view-of-the-same-scrap.jpg,1
223,giovanni-battista-piranesi,another-view-of-the-same.jpg,1
224,giovanni-battista-piranesi,another-view-of-the-facade-of-the-pronaos.jpg,1
225,giovanni-battista-piranesi,another-view-in-perspective-of-the-same-tripod.jpg,1
226,giovanni-battista-piranesi,another-view-in-perspective-of-the-previous-candlestick.jpg,1
227,giovanni-battista-piranesi,another-vessel-supported-by-tripod.jpg,1
228,giovanni-battista-piranesi,another-extension-as-above-1.jpg,1
229,giovanni-battista-piranesi,another-extension-as-above.jpg,1
230,giovanni-battista-piranesi,ancient-marble-urn-vase-with-dogs-and-an-owl-flying-buttresses-ribbed.jpg,1
231,giovanni-battista-piranesi,ancient-marble-urn-adorned-with-various-symbols-alluding-to-human-life.jpg,1
232,giovanni-battista-piranesi,a-tripod-and-two-vessels.jpg,1
233,giovanni-battista-piranesi,a-view-of-the-progress-of-the-water-castle-julia.jpg,1
234,giovanni-battista-piranesi,a-view-of-the-surpluses-above-the-baths-of-diocletian.jpg,1
235,giovanni-battista-piranesi,ancient-marble-vase-decorated-with-twisted-stems-of-ivy-birds-and-scenic-masks-scherzanti.jpg,1
236,giovanni-battista-piranesi,a-tripod-stand-and-a-former.jpg,1
237,sir-lawrence-alma-tadema,the-education-of-the-children-of-clovis-1861.jpg,1
238,sir-lawrence-alma-tadema,egyptian-chess-players-1865.jpg,1
239,sir-lawrence-alma-tadema,in-the-tepidarium-1881.jpg,1
240,sir-lawrence-alma-tadema,the-women-of-amphissa-1887.jpg,1
241,sir-lawrence-alma-tadema,the-roses-of-heliogabalus-1888.jpg,1
242,sir-lawrence-alma-tadema,unconscious-rivals-1893.jpg,1
243,sir-lawrence-alma-tadema,silver-favourites-1903.jpg,1
244,sir-lawrence-alma-tadema,the-finding-of-moses-1904.jpg,1
245,sir-lawrence-alma-tadema,a-favourite-custom-1909.jpg,1
246,sir-lawrence-alma-tadema,preparation-in-the-coliseum-1912.jpg,1
247,sir-lawrence-alma-tadema,when-flowers-return-1911.jpg,1
248,sir-lawrence-alma-tadema,summer-offering-young-girl-with-roses-1911.jpg,1
249,sir-lawrence-alma-tadema,summer-offering-1911.jpg,1
250,sir-lawrence-alma-tadema,in-beauty-s-bloom-unfinished-1911.jpg,1
251,sir-lawrence-alma-tadema,the-voice-of-spring-1910.jpg,1
252,sir-lawrence-alma-tadema,lrs-alma-tedemalawer-caracalla-geta-1909.jpg,1
253,sir-lawrence-alma-tadema,hopeful-1909.jpg,1
254,sir-lawrence-alma-tadema,the-golden-hour-1908.jpg,1
256,sir-lawrence-alma-tadema,at-aphrodite-s-cradle-1908.jpg,1
257,fernando-botero,the-apotheosis-of-ramon-hoyos.jpg,1
258,fernando-botero,mona-lisa-at-the-age-of-twelve-years.jpg,1
259,fernando-botero,lovers.jpg,1
260,fernando-botero,archbishop-lost-in-the-woods.jpg,1
261,fernando-botero,frank-lloyd-and-his-family-in-paradise-island.jpg,1
262,fernando-botero,priest-extends.jpg,1
263,fernando-botero,after-the-arnolfini-van-eyck-2.jpg,1
264,fernando-botero,archangel.jpg,1
265,fernando-botero,dancers-at-the-bar.jpg,1
266,fernando-botero,man-at-the-street.jpg,1
267,fernando-botero,bather-on-the-beach.jpg,1
268,fernando-botero,miss-riviere-after-ingres.jpg,1
269,fernando-botero,the-designers.jpg,1
270,fernando-botero,car-bomb.jpg,1
271,fernando-botero,death-of-pablo-escobar.jpg,1
272,fernando-botero,federico-da-montefeltro-after-piero-della-francesca.jpg,1
273,fernando-botero,battista-sforza-after-piero-della-francesca.jpg,1
274,fernando-botero,celestial-portal.jpg,1
275,fernando-botero,marie-antoinette-on-a-visit-to-medellin.jpg,1
276,fernando-botero,louis-xvi-on-a-visit-to-medellin.jpg,1
277,anthony-van-dyck,samson-and-delilah-1620.jpg,1
278,anthony-van-dyck,the-lomellini-family-1627.jpg,1
279,anthony-van-dyck,the-rest-on-the-flight-to-egypt-1630.jpg,1
280,anthony-van-dyck,self-portrait-with-a-sunflower-1632.jpg,1
281,anthony-van-dyck,queen-henrietta-maria-and-her-dwarf-sir-jeffrey-hudson-1633.jpg,1
282,anthony-van-dyck,james-stuart-duke-of-richmond-and-lennox-with-his-attributes-1634.jpg,1
283,anthony-van-dyck,charles-i-in-three-positions-1636(1).jpg,1
284,anthony-van-dyck,cupid-and-psyche-1640.jpg,1
285,le-corbusier,la-p-cheuse-d-huitres-1935.jpg,1
286,le-corbusier,chapel-of-note-dame-du-haut.jpg,1
287,le-corbusier,phillips-pavilion-at-the-world-s-fair-in-brussels.jpg,1
288,le-corbusier,ic-ne-1963.jpg,1
289,le-corbusier,glise-saint-pierre-de-firminy.jpg,1
290,le-corbusier,sitting-machine.jpg,1
291,le-corbusier,panurge-1964.jpg,1
292,le-corbusier,la-mer-1964.jpg,1
293,le-corbusier,la-cath-drale-1964.jpg,1
294,le-corbusier,taureau-1963.jpg,1
295,le-corbusier,petite-confidence-1963.jpg,1
296,le-corbusier,ozon-iii-1962.jpg,1
297,le-corbusier,ozon-ii-1962.jpg,1
298,le-corbusier,la-ville-radieuse-the-radiant-city-1935.jpg,1
299,le-corbusier,totem-3-1961.jpg,1
300,le-corbusier,l-enfant-est-l-1961.jpg,1
301,le-corbusier,taureau-i-1961.jpg,1
302,le-corbusier,madame-la-table-est-dress-e-1961.jpg,1
303,le-corbusier,th-mes-ubu-parurge-et-alma-rio-1960.jpg,1
304,le-corbusier,taureau-xvi-1958.jpg,1
305,ellsworth-kelly,colors-for-a-large-wall-1951.jpg,1
306,ellsworth-kelly,cite-1951.jpg,1
307,ellsworth-kelly,blue-on-white-1961.jpg,1
308,ellsworth-kelly,red-blue-green-1963.jpg,1
309,ellsworth-kelly,black-over-blue-1963.jpg,1
310,ellsworth-kelly,red-yellow-blue-iii-1966.jpg,1
311,ellsworth-kelly,spectrum-iv-1967.jpg,1
312,ellsworth-kelly,creueta-del-coll-1987.jpg,1
313,ellsworth-kelly,red-diagonal-2007.jpg,1
314,ellsworth-kelly,orange-relief-with-blue-2011.jpg,1
315,ellsworth-kelly,white-relief-over-white-2003.jpg,1
316,ellsworth-kelly,green-curve-2000.jpg,1
317,ellsworth-kelly,red-yellow-blue-2000.jpg,1
318,ellsworth-kelly,red-orange-panel-with-curve-1993.jpg,1
319,ellsworth-kelly,the-mallarm-suite-1991.jpg,1
320,ellsworth-kelly,orange-relief-with-green-1991.jpg,1
321,ellsworth-kelly,ek-spectrum-i-g-1434-1990.jpg,1
322,ellsworth-kelly,blue-yellow-red-1990.jpg,1
323,ellsworth-kelly,white-black-1988.jpg,1
324,ellsworth-kelly,three-panels-orange-dark-gray-green-1986-1.jpg,1
325,otto-dix,pragerstrasse-1920.jpg,1
326,otto-dix,the-goodbye-to-hamburg-1921.jpg,1
327,otto-dix,stormtroops-advancing-under-gas.jpg,1
328,otto-dix,family-portrait.jpg,1
329,otto-dix,portrait-of-the-journalist-sylvia-von-harden-1926.jpg,1
330,otto-dix,salon-1927.jpg,1
331,otto-dix,metropolis(1).jpg,1
332,otto-dix,war-1932.jpg,1
333,otto-dix,self-portrait-with-marcella.jpg,1
334,otto-dix,fritz-perls.jpg,1
335,otto-dix,the-resurrection.jpg,1
336,otto-dix,self-portrait-with-fur-cap.jpg,1
337,otto-dix,self-portrait-as-a-prisoner-of-war.jpg,1
338,otto-dix,menschen-in-trummen.jpg,1
339,otto-dix,masks-as-ruins.jpg,1
340,otto-dix,self-portrait-1.jpg,1
341,otto-dix,randegg-in-the-snow-with-ravens.jpg,1
342,otto-dix,mother-and-eva.jpg,1
343,otto-dix,triumph-of-death.jpg,1
344,otto-dix,flanders.jpg,1
345,maki-haku,poem-18-1969.jpg,1
346,maki-haku,halo-1-1992.jpg,1
347,maki-haku,71-2.jpg,1
348,maki-haku,72-44.jpg,1
349,maki-haku,75-60.jpg,1
350,maki-haku,kuma-921.jpg,1
351,maki-haku,poem-68-44.jpg,1
352,maki-haku,poem-5-1996.jpg,1
353,maki-haku,poem-1-mu-1992.jpg,1
354,maki-haku,kaki-z-4-1988.jpg,1
355,maki-haku,kaze-1980.jpg,1
356,maki-haku,collection-18-1979.jpg,1
357,maki-haku,tortoise-a-1977.jpg,1
358,maki-haku,grass-1974.jpg,1
359,maki-haku,persimmon-1973.jpg,1
360,maki-haku,untitled-1970-2.jpg,1
361,maki-haku,untitled-1970-1.jpg,1
362,maki-haku,untitled-1970.jpg,1
363,maki-haku,untitled-1969.jpg,1
364,maki-haku,poem-q-1967.jpg,1
365,albrecht-durer,self-portrait-1493.jpg,1
366,albrecht-durer,self-portrait-1498.jpg,1
367,albrecht-durer,the-four-horsemen-of-the-apocalypse-death-famine-pestilence-and-war-1498.jpg,1
368,albrecht-durer,self-portrait-at-the-age-of-twenty-eight-1500.jpg,1
369,albrecht-durer,paumgartner-altar.jpg,1
370,albrecht-durer,the-knight-death-and-the-devil-1513.jpg,1
371,albrecht-durer,studies-on-the-proportions-of-the-female-body-1528.jpg,1
372,albrecht-durer,side-and-frontal-view-of-the-female-head-1528.jpg,1
373,albrecht-durer,rear-view-of-the-female-1528.jpg,1
374,albrecht-durer,hare-1528-1.jpg,1
375,albrecht-durer,hare-1528(1).jpg,1
376,albrecht-durer,hand-1528.jpg,1
377,albrecht-durer,figure-of-woman-shown-in-motion-1528.jpg,1
378,albrecht-durer,a-sea-monster-bearing-away-a-princess-1528.jpg,1
379,albrecht-durer,portrait-of-ulrich-starck.jpg,1
380,albrecht-durer,portrait-of-a-boy-with-a-long-beard.jpg,1
381,albrecht-durer,fort-between-mountains-and-sea.jpg,1
382,albrecht-durer,way-to-calvary-1527.jpg,1
383,albrecht-durer,the-piece-of-turf-with-the-columbine.jpg,1
384,albrecht-durer,sultan-soliman.jpg,1
385,paul-cezanne,forest.jpg,1
386,paul-cezanne,the-card-players-1892.jpg,1
387,paul-cezanne,madame-cezanne-with-green-hat-1892.jpg,1
388,paul-cezanne,mont-sainte-victoire-3.jpg,1
389,paul-cezanne,still-life-with-bottle-and-apple-basket-1894.jpg,1
390,paul-cezanne,bibemus-quarry.jpg,1
391,paul-cezanne,large-bathers-1900.jpg,1
392,paul-cezanne,the-brook-1900.jpg,1
393,paul-cezanne,chateau-noir.jpg,1
394,fyodor-bronnikov,the-dying-gladiator-1856.jpg,1
395,fyodor-bronnikov,horatius-reads-before-maecenas-1863.jpg,1
396,fyodor-bronnikov,pythagoreans-celebrate-sunrise-1869.jpg,1
397,fyodor-bronnikov,the-old-beggar-1869.jpg,1
398,fyodor-bronnikov,consecration-of-the-herm-1874.jpg,1
399,fyodor-bronnikov,cursed-field-the-place-of-execution-in-ancient-rome-crucified-slave-1878.jpg,1
400,fyodor-bronnikov,baptism-of-prince-vladimir-1883.jpg,1
401,fyodor-bronnikov,the-monk-and-the-beggar-1902.jpg,1
402,fyodor-bronnikov,view-of-lake-como-1897.jpg,1
403,fyodor-bronnikov,street-in-italy-1890.jpg,1
404,fyodor-bronnikov,portrait-of-an-italian-ballerina-virginia-zucchi-1889.jpg,1
405,fyodor-bronnikov,portrait-of-the-artist-s-wife-1889.jpg,1
406,fyodor-bronnikov,self-portrait-1889.jpg,1
407,fyodor-bronnikov,portrait-of-a-lady-with-a-book-1888.jpg,1
408,fyodor-bronnikov,rebel-1885.jpg,1
409,fyodor-bronnikov,meeting-of-princess-1883.jpg,1
410,fyodor-bronnikov,portrait-of-an-old-man-in-a-crimson-dress-1881.jpg,1
411,fyodor-bronnikov,fan-1881.jpg,1
412,fyodor-bronnikov,capuchin-1881.jpg,1
413,fyodor-bronnikov,the-lady-in-white.jpg,1
414,egon-schiele,the-artist-s-sister-melanie-1908.jpg,1
415,egon-schiele,self-portrait-with-black-vase-and-spread-fingers-1911.jpg,1
416,egon-schiele,two-little-girls-1911.jpg,1
417,egon-schiele,portrait-of-valerie-neuzil-1912.jpg,1
418,egon-schiele,fighter-1913.jpg,1
419,egon-schiele,woman-in-black-stockings-1913.jpg,1
420,egon-schiele,two-girls-lying-entwined-1915.jpg,1
421,egon-schiele,seated-woman-with-bent-knee-1917.jpg,1
422,egon-schiele,the-embrace-1917.jpg,1
423,egon-schiele,the-family-1918.jpg,1
424,egon-schiele,untitled.jpg,1
425,egon-schiele,young-boy-1918.jpg,1
426,egon-schiele,the-artist-s-wife-seated-1918.jpg,1
427,egon-schiele,the-art-dealer-guido-arnot-1918.jpg,1
428,egon-schiele,spitalskirche-molding-1918.jpg,1
429,egon-schiele,sitting-woman-1918.jpg,1
430,egon-schiele,semi-nude-back-view-1918.jpg,1
431,egon-schiele,seated-woman-with-green-stockings-1918.jpg,1
432,egon-schiele,seated-child-1918.jpg,1
433,egon-schiele,poster-for-the-vienna-secession-49th-exhibition-die-freunde-1918.jpg,1
434,isaac-levitan,autumn-day-sokolniki-1879.jpg,1
435,isaac-levitan,quiet-cloister-1890-3.jpg,1
436,isaac-levitan,by-the-whirlpool-1892.jpg,1
437,isaac-levitan,the-vladimir-s-road-1892-1.jpg,1
438,isaac-levitan,above-the-eternal-tranquility-1894.jpg,1
439,isaac-levitan,march-1895.jpg,1
440,isaac-levitan,spring-high-waters-1897.jpg,1
441,isaac-levitan,lake-rus.jpg,1
442,isaac-levitan,twilight-1900.jpg,1
443,isaac-levitan,sunset-forest-edge-1900.jpg,1
444,isaac-levitan,springtime-in-the-crimea-1900.jpg,1
445,isaac-levitan,spring-in-crimea-1900.jpg,1
446,isaac-levitan,rainbow.jpg,1
447,isaac-levitan,haystacking-1900.jpg,1
448,isaac-levitan,early-spring-botanical-garden-1900.jpg,1
449,isaac-levitan,early-march-1900.jpg,1
450,isaac-levitan,winter-path-in-the-forest.jpg,1
451,isaac-levitan,view-of-novodevichy-monastery-1899.jpg,1
452,isaac-levitan,twilight-stacks-1899.jpg,1
453,isaac-levitan,twilight-moon-1899-1.jpg,1
454,john-french-sloan,self-portrait-1890.jpg,1
455,john-french-sloan,boy-with-piccolo-1904.jpg,1
456,john-french-sloan,fifth-avenue-new-york-1911.jpg,1
457,john-french-sloan,mcsorley-s-bar-1912.jpg,1
