,artist,paintings,code,style,style_code,year
99,sergey-solomko,rivals.jpg,0,Art Nouveau (Modern),7,
100,sergey-solomko,glowworm.jpg,0,Art Nouveau (Modern),7,
101,sergey-solomko,meeting.jpg,0,Art Nouveau (Modern),7,
102,sergey-solomko,place-de-la-republic-and-of-happyness.jpg,0,Art Nouveau (Modern),7,
103,sergey-solomko,the-admired-beauty.jpg,0,Art Nouveau (Modern),7,
104,sergey-solomko,meeting-2.jpg,0,Art Nouveau (Modern),7,
105,sergey-solomko,poland.jpg,0,Art Nouveau (Modern),7,
106,sergey-solomko,priestess.jpg,0,Art Nouveau (Modern),7,1915
107,sergey-solomko,parting.jpg,0,Art Nouveau (Modern),7,
108,sergey-solomko,couple-in-the-boat.jpg,0,Art Nouveau (Modern),7,
109,sergey-solomko,pledge-of-love-1.jpg,0,Art Nouveau (Modern),7,
110,sergey-solomko,find.jpg,0,Art Nouveau (Modern),7,
111,sergey-solomko,jokester.jpg,0,Art Nouveau (Modern),7,
112,sergey-solomko,two-sketches-of-costumes.jpg,0,Art Nouveau (Modern),7,
113,sergey-solomko,concubine.jpg,0,Art Nouveau (Modern),7,
114,sergey-solomko,pledge-of-love.jpg,0,Art Nouveau (Modern),7,
115,sergey-solomko,maria-swan-white.jpg,0,Art Nouveau (Modern),7,
116,sergey-solomko,bacchus.jpg,0,Art Nouveau (Modern),7,
117,sergey-solomko,human-shield.jpg,0,Art Nouveau (Modern),7,
118,sergey-solomko,apraxia-korolevichna.jpg,0,Art Nouveau (Modern),7,
119,sergey-solomko,question.jpg,0,Art Nouveau (Modern),7,
120,sergey-solomko,thanks.jpg,0,Art Nouveau (Modern),7,
121,sergey-solomko,letter-to-william-pope.jpg,0,Art Nouveau (Modern),7,
122,sergey-solomko,tough-response.jpg,0,Art Nouveau (Modern),7,
123,sergey-solomko,age-of-the-great-kings.jpg,0,Art Nouveau (Modern),7,
124,sergey-solomko,proud.jpg,0,Art Nouveau (Modern),7,
125,sergey-solomko,costume-designs-2.jpg,0,Art Nouveau (Modern),7,
126,sergey-solomko,the-girl-with-monkey.jpg,0,Art Nouveau (Modern),7,
127,sergey-solomko,the-wreckage-1914.jpg,0,Art Nouveau (Modern),7,1914
128,sergey-solomko,guard.jpg,0,Art Nouveau (Modern),7,
129,sergey-solomko,love-of-country-shall-give-them-the-victory.jpg,0,Art Nouveau (Modern),7,
130,sergey-solomko,what-have-they-done-with-my-home.jpg,0,Art Nouveau (Modern),7,
131,sergey-solomko,russian-beauty-with-the-traditional-headdress.jpg,0,Art Nouveau (Modern),7,
132,sergey-solomko,defeated.jpg,0,Art Nouveau (Modern),7,
133,sergey-solomko,the-red-blood-of-garibaldi-1914.jpg,0,Art Nouveau (Modern),7,1914
134,sergey-solomko,evening.jpg,0,Art Nouveau (Modern),7,
135,sergey-solomko,age-of-the-great-peter.jpg,0,Art Nouveau (Modern),7,
136,sergey-solomko,by-the-fence.jpg,0,Realism,65,
137,sergey-solomko,declaration-of-love.jpg,0,Realism,65,
138,sergey-solomko,true-friends.jpg,0,Realism,65,
139,sergey-solomko,awaiting-response.jpg,0,Realism,65,
140,sergey-solomko,squash.jpg,0,Realism,65,
141,sergey-solomko,in-pursuit-of.jpg,0,Realism,65,
142,nicholas-roerich,pechora-general-view-of-the-courtyard-1903.jpg,1,Art Nouveau (Modern),7,1903
143,nicholas-roerich,tristan-1912-1.jpg,1,Art Nouveau (Modern),7,1912
144,nicholas-roerich,sketch-of-man-with-buggle.jpg,1,Art Nouveau (Modern),7,1902
145,nicholas-roerich,pskov-towers-1903.jpg,1,Art Nouveau (Modern),7,1903
146,nicholas-roerich,mekheski-moon-people-1915.jpg,1,Art Nouveau (Modern),7,1915
147,nicholas-roerich,ancient-life-1904-1.jpg,1,Art Nouveau (Modern),7,1904
148,nicholas-roerich,oze-s-room-1912-1.jpg,1,Art Nouveau (Modern),7,1912
149,nicholas-roerich,isolde-1912-2.jpg,1,Art Nouveau (Modern),7,1912
150,nicholas-roerich,forest-1917.jpg,1,Art Nouveau (Modern),7,1917
151,nicholas-roerich,pantokrator-1909.jpg,1,Art Nouveau (Modern),7,1909
152,nicholas-roerich,babariha.jpg,1,Art Nouveau (Modern),7,1912
153,nicholas-roerich,vignette-for-book-n-k-roerich-1918-22.jpg,1,Art Nouveau (Modern),7,1918
154,nicholas-roerich,vignette-for-book-n-k-roerich-1918-12.jpg,1,Art Nouveau (Modern),7,1918
155,nicholas-roerich,house-of-god-1903.jpg,1,Art Nouveau (Modern),7,1903
156,nicholas-roerich,polovtsian-camp-1919.jpg,1,Art Nouveau (Modern),7,1919
157,nicholas-roerich,landscape.jpg,1,Art Nouveau (Modern),7,
158,nicholas-roerich,inner-yard-1913.jpg,1,Art Nouveau (Modern),7,1913
159,nicholas-roerich,martyr-mercurius-of-smolensk-1918.jpg,1,Art Nouveau (Modern),7,1918
160,nicholas-roerich,queen-anna-s-tower-1913.jpg,1,Art Nouveau (Modern),7,1913
161,nicholas-roerich,the-scene-with-the-two-large-groups-of-figures-in-costumes.jpg,1,Art Nouveau (Modern),7,
162,nicholas-roerich,song-of-the-morning-1920.jpg,1,Art Nouveau (Modern),7,1920
163,nicholas-roerich,courtier-1912-1.jpg,1,Art Nouveau (Modern),7,1912
164,nicholas-roerich,sketch-of-costumes-for-snow-maiden-8.jpg,1,Art Nouveau (Modern),7,
165,nicholas-roerich,scene-design-for-peer-gynt-1911.jpg,1,Art Nouveau (Modern),7,1911
166,nicholas-roerich,head-of-saviour-1906.jpg,1,Art Nouveau (Modern),7,1906
167,nicholas-roerich,ominous-1901-4.jpg,1,Art Nouveau (Modern),7,1901
168,nicholas-roerich,sketches-of-costumes-for-tale-of-tsar-saltan-1919-2.jpg,1,Art Nouveau (Modern),7,1919
169,nicholas-roerich,stylites-1917.jpg,1,Art Nouveau (Modern),7,1917
170,nicholas-roerich,ostrovenka-suburbs-1903.jpg,1,Art Nouveau (Modern),7,1903
171,nicholas-roerich,young-men-successors-1914-2.jpg,1,Art Nouveau (Modern),7,1914
172,nicholas-roerich,st-michael-arhistratig-1906.jpg,1,Art Nouveau (Modern),7,1906
173,nicholas-roerich,young-men-successors-1914-1.jpg,1,Art Nouveau (Modern),7,1914
174,nicholas-roerich,yaroslavl-saint-basil-church-1903.jpg,1,Art Nouveau (Modern),7,1903
175,nicholas-roerich,solveig-1912.jpg,1,Art Nouveau (Modern),7,1912
176,nicholas-roerich,kurvenal-1912-1.jpg,1,Art Nouveau (Modern),7,1912
177,nicholas-roerich,prologue-forest-1908.jpg,1,Art Nouveau (Modern),7,1908
178,nicholas-roerich,costume-design-for-tale-of-tsar-saltan-1919.jpg,1,Art Nouveau (Modern),7,1919
179,nicholas-roerich,sorcerers-1905.jpg,1,Art Nouveau (Modern),7,1905
180,nicholas-roerich,daning-horovod-1903.jpg,1,Art Nouveau (Modern),7,1903
181,nicholas-roerich,birches-1905.jpg,1,Art Nouveau (Modern),7,1905
182,nicholas-roerich,coast-near-ledenets-1919.jpg,1,Art Nouveau (Modern),7,1919
183,nicholas-roerich,vignette-for-book-n-k-roerich-1918-14.jpg,1,Art Nouveau (Modern),7,1918
184,nicholas-roerich,curtain-and-portal-for-snow-maiden-1919.jpg,1,Art Nouveau (Modern),7,1919
185,nicholas-roerich,procopius-the-righteous-removes-a-cloud-of-stone-from-the-great-ustyug-1913.jpg,1,Art Nouveau (Modern),7,1913
186,nicholas-roerich,the-scene-with-eight-figures-in-costumes-1913.jpg,1,Art Nouveau (Modern),7,1913
187,nicholas-roerich,tristan-1912.jpg,1,Art Nouveau (Modern),7,1912
188,nicholas-roerich,vignette-for-book-n-k-roerich-1918-21.jpg,1,Art Nouveau (Modern),7,1918
189,nicholas-roerich,arrival-of-prince-michael-glanda-kambily-to-russia-veliky-novgorod-1913.jpg,1,Art Nouveau (Modern),7,1913
190,nicholas-roerich,solveig-s-mother-1912.jpg,1,Art Nouveau (Modern),7,1912
191,nicholas-roerich,study-to-conquest-of-kazan.jpg,1,Art Nouveau (Modern),7,1915
192,nicholas-roerich,smolensk-the-porch-of-the-convent-1903-1.jpg,1,Art Nouveau (Modern),7,1903
193,nicholas-roerich,building-the-ships-1903.jpg,1,Art Nouveau (Modern),7,1903
194,nicholas-roerich,rostov-veliky-interior-of-church-of-savior-1903.jpg,1,Art Nouveau (Modern),7,1903
195,nicholas-roerich,shchegolikha-1912-2.jpg,1,Art Nouveau (Modern),7,1912
196,nicholas-roerich,intercession-of-the-theotokos-1906.jpg,1,Art Nouveau (Modern),7,1906
197,nicholas-roerich,arrows-of-sky-spears-of-land-1915-1.jpg,1,Art Nouveau (Modern),7,1915
198,nicholas-roerich,devassari-abuntu-turns-into-stone-1906.jpg,1,Art Nouveau (Modern),7,1906
199,nicholas-roerich,city-1907-2.jpg,1,Art Nouveau (Modern),7,1907
200,nicholas-roerich,girl-1920.jpg,1,Art Nouveau (Modern),7,1920
201,nicholas-roerich,people-1914.jpg,1,Art Nouveau (Modern),7,1914
202,nicholas-roerich,medieval-revel-1903.jpg,1,Art Nouveau (Modern),7,1903
203,nicholas-roerich,beyond-the-seas-there-are-the-great-lands-1910-1.jpg,1,Art Nouveau (Modern),7,1910
204,nicholas-roerich,solveig-s-father-1912.jpg,1,Art Nouveau (Modern),7,1912
205,nicholas-roerich,oze-s-death-1912.jpg,1,Art Nouveau (Modern),7,1912
206,nicholas-roerich,uglich-porch-1904.jpg,1,Art Nouveau (Modern),7,1904
207,nicholas-roerich,young-men-1944.jpg,1,Art Nouveau (Modern),7,1944
208,nicholas-roerich,queen-anna-s-tower-1913-1.jpg,1,Art Nouveau (Modern),7,1913
209,nicholas-roerich,sketches-of-costumes-for-tale-of-tsar-saltan-1919-1.jpg,1,Art Nouveau (Modern),7,1919
210,nicholas-roerich,cover-of-literary-digest-1896.jpg,1,Art Nouveau (Modern),7,1896
211,nicholas-roerich,snakes-facing-whisperer-a-serpent-1917.jpg,1,Art Nouveau (Modern),7,1917
212,nicholas-roerich,rostov-veliky-door-of-the-church-on-ishna-1903.jpg,1,Art Nouveau (Modern),7,1903
213,nicholas-roerich,yaroslavna-1913.jpg,1,Art Nouveau (Modern),7,1913
214,nicholas-roerich,vitrage-1929.jpg,1,Art Nouveau (Modern),7,1929
215,nicholas-roerich,blue-paintings-1906.jpg,1,Art Nouveau (Modern),7,1906
216,nicholas-roerich,cross-on-the-truvor-mound-1903.jpg,1,Art Nouveau (Modern),7,1903
217,nicholas-roerich,they-build-the-ships-1903.jpg,1,Art Nouveau (Modern),7,1903
218,nicholas-roerich,forest-1912.jpg,1,Art Nouveau (Modern),7,1912
219,nicholas-roerich,archfoe-1914.jpg,1,Art Nouveau (Modern),7,1914
220,nicholas-roerich,vignette-for-book-n-k-roerich-1918-4.jpg,1,Art Nouveau (Modern),7,1918
221,nicholas-roerich,warrior.jpg,1,Art Nouveau (Modern),7,
222,nicholas-roerich,kiss-the-earth-1912.jpg,1,Art Nouveau (Modern),7,1912
223,nicholas-roerich,girl-1913-3.jpg,1,Art Nouveau (Modern),7,1913
224,nicholas-roerich,tower-chamber-of-yaroslavna-1914.jpg,1,Art Nouveau (Modern),7,1914
225,nicholas-roerich,salome-with-head-of-st-john-the-baptist.jpg,1,Art Nouveau (Modern),7,
226,nicholas-roerich,towns-1914-1.jpg,1,Art Nouveau (Modern),7,1914
227,nicholas-roerich,kupava-1920.jpg,1,Art Nouveau (Modern),7,1920
228,nicholas-roerich,sorcerer-1909.jpg,1,Art Nouveau (Modern),7,1909
229,nicholas-roerich,vignette-for-book-n-k-roerich-1918-17.jpg,1,Art Nouveau (Modern),7,1918
230,nicholas-roerich,dovrsky-grandfather-1912.jpg,1,Art Nouveau (Modern),7,1912
231,nicholas-roerich,old-arabian-1912.jpg,1,Art Nouveau (Modern),7,1912
232,nicholas-roerich,polovtsian-camp-1908.jpg,1,Art Nouveau (Modern),7,1908
233,nicholas-roerich,hills-1915.jpg,1,Art Nouveau (Modern),7,1915
234,nicholas-roerich,rostov-veliky-hierarch-s-towers-1903.jpg,1,Art Nouveau (Modern),7,1903
235,nicholas-roerich,servant-1912.jpg,1,Art Nouveau (Modern),7,1912
236,nicholas-roerich,terem-of-yaroslavna-by-the-monastery-wall-1908.jpg,1,Art Nouveau (Modern),7,1908
237,nicholas-roerich,beyond-the-seas-there-are-the-great-lands-daughter-of-viking-1915.jpg,1,Art Nouveau (Modern),7,1915
238,nicholas-roerich,the-rite-of-spring-1913.jpg,1,Art Nouveau (Modern),7,1913
239,nicholas-roerich,northern-landscape-with-fortress.jpg,1,Art Nouveau (Modern),7,
240,nicholas-roerich,terem-of-yaroslavna-new-moon-1914.jpg,1,Art Nouveau (Modern),7,1914
241,nicholas-roerich,tent-of-ivan-the-terrible-1909-1.jpg,1,Art Nouveau (Modern),7,1909
242,nicholas-roerich,snow-maiden-1912.jpg,1,Art Nouveau (Modern),7,1912
243,nicholas-roerich,idols-1901-1.jpg,1,Art Nouveau (Modern),7,1901
244,nicholas-roerich,kiss-the-earth-1912-3.jpg,1,Art Nouveau (Modern),7,1912
245,nicholas-roerich,courtier-1912.jpg,1,Art Nouveau (Modern),7,1912
246,nicholas-roerich,study-of-scene-design-for-snow-maiden-1921-1.jpg,1,Art Nouveau (Modern),7,1921
247,nicholas-roerich,sign-1915.jpg,1,Art Nouveau (Modern),7,1915
248,nicholas-roerich,sketches-of-costumes-for-tale-of-tsar-saltan-1919.jpg,1,Art Nouveau (Modern),7,1919
249,nicholas-roerich,scarlet-sails-overseas-guests.jpg,1,Art Nouveau (Modern),7,1903
250,nicholas-roerich,king-mark-1912.jpg,1,Art Nouveau (Modern),7,1912
251,nicholas-roerich,shepherd-1912.jpg,1,Art Nouveau (Modern),7,1912
252,nicholas-roerich,entourage-1912.jpg,1,Art Nouveau (Modern),7,1912
253,nicholas-roerich,idols-pagan-rus-1910.jpg,1,Art Nouveau (Modern),7,1910
254,nicholas-roerich,smolensk-1909.jpg,1,Art Nouveau (Modern),7,1909
255,nicholas-roerich,hearth-1902.jpg,1,Art Nouveau (Modern),7,1902
256,nicholas-roerich,rostov-veliky-interior-of-church-1903.jpg,1,Art Nouveau (Modern),7,1903
257,nicholas-roerich,resurrection-monastery-in-uglich-1904.jpg,1,Art Nouveau (Modern),7,1904
258,nicholas-roerich,headstone-of-rimsky-korsakov-grave-1908.jpg,1,Art Nouveau (Modern),7,1908
259,nicholas-roerich,viking-s-triumph-1908.jpg,1,Art Nouveau (Modern),7,1908
260,nicholas-roerich,annunciation-archangel-gabriel-1907.jpg,1,Art Nouveau (Modern),7,1907
261,nicholas-roerich,ominous-1901-3.jpg,1,Art Nouveau (Modern),7,1901
262,nicholas-roerich,treasure-of-angels-1905.jpg,1,Art Nouveau (Modern),7,1905
263,nicholas-roerich,rostov-veliky-church-on-ishna-1903.jpg,1,Art Nouveau (Modern),7,1903
264,nicholas-roerich,ferns.jpg,1,Art Nouveau (Modern),7,1905
265,nicholas-roerich,putivl-1914.jpg,1,Art Nouveau (Modern),7,1914
266,nicholas-roerich,internal-painting-of-the-church-in-talashkino-1914.jpg,1,Art Nouveau (Modern),7,1914
267,nicholas-roerich,old-riga-1903.jpg,1,Art Nouveau (Modern),7,1903
268,nicholas-roerich,sketch-of-costumes-for-snow-maiden-5.jpg,1,Art Nouveau (Modern),7,
269,nicholas-roerich,intercession-of-the-theotokos-1903.jpg,1,Art Nouveau (Modern),7,1903
270,nicholas-roerich,the-scene-with-five-figures-in-costumes.jpg,1,Art Nouveau (Modern),7,
271,nicholas-roerich,the-fading-day-1902.jpg,1,Art Nouveau (Modern),7,1902
272,nicholas-roerich,they-build-the-ships-1903-1.jpg,1,Art Nouveau (Modern),7,1903
273,nicholas-roerich,vignette-for-book-n-k-roerich-1918-3.jpg,1,Art Nouveau (Modern),7,1918
274,nicholas-roerich,study-to-flying-carpet-1915-1.jpg,1,Art Nouveau (Modern),7,1915
275,nicholas-roerich,cabin-1912-1.jpg,1,Art Nouveau (Modern),7,1912
276,nicholas-roerich,rostov-the-great-1903-1.jpg,1,Art Nouveau (Modern),7,1903
277,nicholas-roerich,castle-at-night-1912.jpg,1,Art Nouveau (Modern),7,1912
278,nicholas-roerich,kneeling-warriors-study-of-murals-for-the-chapel-in-pskov-1914-1.jpg,1,Art Nouveau (Modern),7,1914
279,nicholas-roerich,tver-embassy-1914.jpg,1,Art Nouveau (Modern),7,1914
280,nicholas-roerich,a-path-1908.jpg,1,Art Nouveau (Modern),7,1908
281,nicholas-roerich,study-of-scene-design-for-fuente-ovehuna-1912.jpg,1,Art Nouveau (Modern),7,1912
282,nicholas-roerich,forest-people-1916.jpg,1,Art Nouveau (Modern),7,1916
283,nicholas-roerich,winter-1914.jpg,1,Art Nouveau (Modern),7,1914
284,nicholas-roerich,suzdal-walls-of-saviour-euthimius-monastery-1903.jpg,1,Art Nouveau (Modern),7,1903
285,nicholas-roerich,hut-in-the-mountains-1912.jpg,1,Art Nouveau (Modern),7,1912
286,nicholas-roerich,isolde-1912.jpg,1,Art Nouveau (Modern),7,1912
287,nicholas-roerich,stone-age-1910.jpg,1,Art Nouveau (Modern),7,1910
288,nicholas-roerich,the-painting-of-of-st-anastasia-1913.jpg,1,Art Nouveau (Modern),7,1913
289,nicholas-roerich,yaroslavna-s-lament-1914.jpg,1,Art Nouveau (Modern),7,1914
290,nicholas-roerich,polovtsian-camp-1914.jpg,1,Art Nouveau (Modern),7,1914
291,nicholas-roerich,scenery-sketch-for-mussorgsky-s-opera-khovanshchina.jpg,1,Art Nouveau (Modern),7,1920
292,nicholas-roerich,shchegolikha-1912-1.jpg,1,Art Nouveau (Modern),7,1912
293,nicholas-roerich,ominous-1901-1.jpg,1,Art Nouveau (Modern),7,1901
294,nicholas-roerich,boyan-1910.jpg,1,Art Nouveau (Modern),7,1910
295,nicholas-roerich,pechora-vestry-1903.jpg,1,Art Nouveau (Modern),7,1903
296,nicholas-roerich,study-of-scene-design-for-peer-gynt-1912.jpg,1,Art Nouveau (Modern),7,1912
297,nicholas-roerich,archangel-study-to-treasures-of-angels-1904.jpg,1,Art Nouveau (Modern),7,1904
298,nicholas-roerich,mikula-selyaninovich-1909.jpg,1,Art Nouveau (Modern),7,1909
299,nicholas-roerich,fairest-city-the-anger-for-enemies-1914.jpg,1,Art Nouveau (Modern),7,1914
300,nicholas-roerich,oze-s-room-1912-2.jpg,1,Art Nouveau (Modern),7,1912
301,nicholas-roerich,polovtsian-camp.jpg,1,Art Nouveau (Modern),7,
302,nicholas-roerich,tsarina-1921.jpg,1,Art Nouveau (Modern),7,1921
303,nicholas-roerich,musiians-1921.jpg,1,Art Nouveau (Modern),7,1921
304,nicholas-roerich,the-great-sacrifice-1910.jpg,1,Art Nouveau (Modern),7,1910
305,nicholas-roerich,corridors-of-the-castle-dungeons-1913.jpg,1,Art Nouveau (Modern),7,1913
306,nicholas-roerich,prison-1913.jpg,1,Art Nouveau (Modern),7,1913
307,nicholas-roerich,city-1907.jpg,1,Art Nouveau (Modern),7,1907
308,nicholas-roerich,walls-of-kremlin-in-novgorod-1903.jpg,1,Art Nouveau (Modern),7,1903
309,nicholas-roerich,polovets-with-scimitar-1943.jpg,1,Art Nouveau (Modern),7,1943
310,nicholas-roerich,temple-in-skvernitsy-1909.jpg,1,Art Nouveau (Modern),7,1909
311,nicholas-roerich,forest-1921.jpg,1,Art Nouveau (Modern),7,1921
312,nicholas-roerich,battle-1906.jpg,1,Art Nouveau (Modern),7,1906
313,nicholas-roerich,in-the-castle-1913.jpg,1,Art Nouveau (Modern),7,1913
